Row.names	tmn_T2_all.bam	tmn_control_all.bam	YFP_T2_all.bam	YFP_control_all.bam	OddsRatio	log2Ratio	fctmnYFP	Chr	Start	End	Strand	Length	gene	product	PredictionConfidence
Ec_00001	202.309018855651	1036.54126722723	172.791468991105	854.334721014689	0.964708701404857	-0.0518347156996973	0.278755892226397	BL21_AI	70	1404	+	1335	dnaA	Chromosomal replication initiator protein DnaA	High
Ec_00003	180.271809337061	763.374502157452	219.492471963529	660.932802084285	0.711519161513699	-0.491025485221267	0.207741041550931	BL21_AI	1409	2509	+	1101	dnaN	DNA polymerase III subunit beta	High
Ec_00004	97.0804678632386	363.023431585413	99.9172229728886	295.532087839576	0.791336263490173	-0.337637223725859	0.296294796223231	BL21_AI	2509	3582	+	1074	recF_1	DNA replication and repair protein RecF	High
Ec_00005	172.694695627525	804.457717810138	132.256059877568	817.126103744472	1.32514045383864	0.406145281424849	-0.0225282524094396	BL21_AI	3611	6025	+	2415	gyrB_1	DNA gyrase subunit B	High
Ec_00006	170.011740622532	28.4204172273561	88.9441338357915	32.1338935428488	2.1511305265633	1.10509506744452	-0.174282759508944	BL21_AI	6265	6663	+	399	NA	hypothetical protein	High
Ec_00007	171.510409102804	447.567592895709	114.325485680691	459.797940766949	1.53890544261883	0.62190458861488	-0.0388516030346032	BL21_AI	6778	7590	+	813	yidA	Sugar phosphatase YidA	High
Ec_00008	114.721265869085	55.3331706345665	231.498430531512	66.3513546122202	0.594655604076806	-0.749873724182644	-0.259834308308011	BL21_AI	7636	8292	-	657	NA	hypothetical protein	High
Ec_00009	98.3111369686815	59.9372788892017	74.7001819678857	82.1727304732926	1.7973985375969	0.845910333425501	-0.451972829709414	BL21_AI	8570	9259	+	690	lutR	HTH-type transcriptional regulator LutR	High
Ec_00010	242.950667139138	33.7695722465584	129.773437593177	31.4417414179971	1.74182693369304	0.800601286217796	0.101485215662237	BL21_AI	9256	10134	+	879	dgoK1_1	putative 2-dehydro-3-deoxygalactonokinase DgoK1	High
Ec_00011	148.385831508824	14.5713475533175	213.293214149908	21.6687128949674	1.02434876500898	0.0347070003791567	-0.556716594065391	BL21_AI	10118	10735	+	618	dgoA_1	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	High
Ec_00012	213.192848517811	13.0622175630261	155.16842147419	26.037123488592	2.68604079959995	1.4254812187391	-0.968418903829604	BL21_AI	10732	11880	+	1149	dgoD	D-galactonate dehydratase	High
Ec_00013	232.197439166814	18.0560996578877	148.343406509578	16.7470686223829	1.45308358926297	0.539117697015137	0.105542322727532	BL21_AI	12000	13292	+	1293	dgoT	D-galactonate transporter	High
Ec_00014	96.7213376749782	12.2134800462549	94.4144068557392	14.446674392785	1.20423038795066	0.268111428440791	-0.233465531515113	BL21_AI	13289	14353	-	1065	mhpA_1	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase	High
Ec_00015	150.950524892927	90.0372026961644	170.38475020807	125.224328515786	1.2307213301391	0.299504132139996	-0.473681210288624	BL21_AI	14454	15668	+	1215	NA	hypothetical protein	High
Ec_00016	336.911303787946	167.399908503119	229.857541272955	211.780005413176	1.8518927188095	0.889000524880814	-0.338367046571142	BL21_AI	15670	15930	-	261	NA	hypothetical protein	High
Ec_00018	236.674959369048	170.789020490736	342.886081164066	240.186624247731	0.970529134927822	-0.0431565721236169	-0.490723290083572	BL21_AI	16308	16721	+	414	ibpA	Small heat shock protein IbpA	High
Ec_00019	40.9948019993725	90.9605332116185	55.1495095578567	119.547072481088	0.97870137853677	-0.0310593631720756	-0.392378986680881	BL21_AI	16833	17261	+	429	ibpB	Small heat shock protein IbpB	High
Ec_00020	252.448908341159	44.3491889766234	215.563761185661	60.1727457786125	1.58376205361027	0.663355599392978	-0.4359667061813	BL21_AI	17457	19118	+	1662	aspT_1	Aspartate/alanine antiporter	High
Ec_00021	201.612002425485	6.86259166891497	158.214410907493	8.79384329464792	1.60746073665264	0.684783499153022	-0.336061627964766	BL21_AI	19115	19600	-	486	mngR_1	Mannosyl-D-glycerate transport/metabolism system repressor MngR	High
Ec_00022	229.176480565005	5.98153166244203	216.33721606442	8.98636157085728	1.5502606680601	0.632510817369981	-0.549520078244132	BL21_AI	20048	21664	+	1617	malP_1	PTS system maltose-specific EIICB component	High
Ec_00023	196.547964687953	13.3610458207038	135.39945997376	16.3673164994263	1.76442912262207	0.819201478009155	-0.283194353332299	BL21_AI	21664	22986	+	1323	aglB	6-phospho-alpha-glucosidase	High
Ec_00024	91.3342964008071	7.46134127761225	73.7221511994647	5.73665482040119	0.969252282009753	-0.0450558682224582	0.352239095187994	BL21_AI	22983	23876	-	894	cdhR	HTH-type transcriptional regulator CdhR	High
Ec_00025	245.968811996235	5.4420831836011	156.585214637486	5.1471656207135	1.49114013507569	0.576415846272287	0.0734418582311168	BL21_AI	24043	25758	+	1716	yidK	putative symporter YidK	High
Ec_00026	179.93731078382	7.81343268328271	93.8854746044466	11.824010984129	2.83395450540092	1.50281659828441	-0.567955667810144	BL21_AI	25755	27248	+	1494	betC_1	Choline-sulfatase	High
Ec_00027	139.577540140721	31.8698757104411	73.2306701914683	34.1904627295911	2.03605444048576	1.02577613703679	-0.0998872585033373	BL21_AI	27295	27744	-	450	yidI	Inner membrane protein YidI	High
Ec_00028	90.2440992289142	25.8767034136501	109.263267858623	47.4867537910988	1.50404981775201	0.588852353340998	-0.863371954481235	BL21_AI	27853	28200	+	348	yidH	Inner membrane protein YidH	High
Ec_00029	96.8968047257895	38.5893171200806	100.092778710526	24.3320556615547	0.615081257942024	-0.701151078441931	0.654570684879294	BL21_AI	28190	28552	+	363	yidG	Inner membrane protein YidG	High
Ec_00030	189.186424889531	45.5411504968478	356.312343378321	52.6359198648324	0.613533692749466	-0.704785521939919	-0.206763567573324	BL21_AI	28549	29046	+	498	chuR_1	Anaerobic sulfatase-maturating enzyme	High
Ec_00031	214.136681836143	61.6382347417128	337.274654338505	79.5853949612845	0.818976231743289	-0.288106512183067	-0.366057907613615	BL21_AI	29054	30238	-	1185	emrD	Multidrug resistance protein D	High
Ec_00032	460.605882464378	904.215078296237	422.48463572001	1070.03485209276	1.28992675951987	0.367289153495708	-0.242796343312229	BL21_AI	30518	30607	-	90	tisB	Small toxic protein TisB	High
Ec_00034	406.043753136642	97.6983504865532	665.733365376985	80.5835821909555	0.503859728145955	-0.988905943850439	0.276288963656048	BL21_AI	31172	31270	+	99	NA	hypothetical protein	High
Ec_00035	394.932542529605	53.5135878239263	339.688653231364	61.2351389917188	1.32856249267989	0.409866090650335	-0.19276950827889	BL21_AI	31376	33064	+	1689	ilvB	Acetolactate synthase isozyme 1 large subunit	High
Ec_00036	194.257401226776	38.9682009406017	84.2065596967717	36.2270080468176	2.13951406996347	1.09728316650512	0.103849386881202	BL21_AI	33068	33358	+	291	ilvN	Acetolactate synthase isozyme 1 small subunit	High
Ec_00037	267.818833366459	37.2461066619487	147.261988085147	29.408040418853	1.4388125833155	0.524878681911126	0.335794456855702	BL21_AI	33433	34023	+	591	uhpA	Transcriptional regulatory protein UhpA	High
Ec_00038	183.874603778195	25.9627869246735	114.686448019803	20.6628988552086	1.28008641954298	0.356241210879559	0.322427748124659	BL21_AI	34023	35525	+	1503	uhpB	Signal transduction histidine-protein kinase/phosphatase UhpB	High
Ec_00039	275.982863460061	16.1707614598433	262.452576735157	15.1094216608042	0.98451460455226	-0.0225154872787239	0.0949029173805178	BL21_AI	35535	36854	+	1320	uhpC	Membrane sensor protein UhpC	High
Ec_00040	164.244260596624	6.70877495909447	182.105446431039	9.82484561195147	1.29216705756464	0.369792600635334	-0.518294191621413	BL21_AI	36992	38383	+	1392	uhpT	Hexose-6-phosphate:phosphate antiporter	High
Ec_00041	184.128605584618	20.951294293791	237.184356895444	28.540425877842	1.05159344390149	0.0725770526978418	-0.436997913240875	BL21_AI	38429	40195	-	1767	ade	Adenine deaminase	High
Ec_00042	139.263882747146	5.24641277699972	134.182386176243	2.3476597379869	0.514251338618203	-0.959454450735442	1.01288485700415	BL21_AI	40370	41704	+	1335	adeQ	Adenine permease AdeQ	High
Ec_00043	61.007401650911	116.327745932151	141.760849071615	154.096088461181	0.572129693574286	-0.805585872590906	-0.404120870270734	BL21_AI	41757	42209	+	453	NA	hypothetical protein	High
Ec_00044	197.706685187219	144.014726378901	255.74130491526	129.23755753316	0.694420884643197	-0.526117757533995	0.155620330417904	BL21_AI	42372	43610	+	1239	nepI	Purine ribonucleoside efflux pump NepI	High
Ec_00045	111.092327867104	15.8819978623461	109.213715356193	14.5367613646221	0.933600031098359	-0.0991234857857098	0.123617440096129	BL21_AI	43651	43944	-	294	NA	hypothetical protein	High
Ec_00046	82.826232610977	60.2701457340313	82.536680970942	59.1410120475223	0.984841841284947	-0.0220360384549351	0.0270580127396819	BL21_AI	44166	44984	+	819	nlpA	Lipoprotein 28	High
Ec_00047	131.873585003083	49.0898115745242	230.446164938187	53.6538646730596	0.62593260292103	-0.675920771062059	-0.127020555392571	BL21_AI	44988	45911	-	924	yicL	putative inner membrane transporter YicL	High
Ec_00048	72.0856156676127	1.97017188672141	68.4532068002041	3.12571037612296	1.54511934856018	0.627718279505584	-0.553652251229626	BL21_AI	46022	47206	-	1185	setC	Sugar efflux transporter C	High
Ec_00049	98.0012515881655	6.30774383185376	94.8842562491747	5.72535329396226	0.944334483665122	-0.0826301415992618	0.129021037324092	BL21_AI	47996	48841	-	846	NA	hypothetical protein	High
Ec_00051	82.2051770153937	17.7332736867913	79.4858619350529	15.1491484486941	0.887453334898407	-0.172256834853847	0.220489458037062	BL21_AI	49135	49623	-	489	NA	hypothetical protein	High
Ec_00052	72.5803208731747	51.2882650968029	69.8507931057082	46.3470717001124	0.939685519827609	-0.0897500773474715	0.144666357856306	BL21_AI	49883	51007	-	1125	NA	hypothetical protein	High
Ec_00053	80.9315148715102	8.40811651535969	92.3075674682374	10.3752571308283	1.07118077486631	0.0992019730807559	-0.287857178589813	BL21_AI	50964	51320	-	357	NA	hypothetical protein	High
Ec_00054	85.1111758491015	16.5902859316788	65.9452861930032	12.2178611812432	0.958806649075017	-0.0606881811503249	0.426320467809808	BL21_AI	52353	55850	-	3498	icsA_1	Outer membrane protein IcsA autotransporter	High
Ec_00055	128.321286903566	44.828219772751	59.0569920898938	65.8687230005564	3.16701176187204	1.66312222535882	-0.550094013910838	BL21_AI	56129	56314	-	186	NA	hypothetical protein	High
Ec_00056	338.207116494823	256.555350084052	1652.02325505901	257.524318636343	0.205736209662874	-2.2811323637192	-0.00542800603135098	BL21_AI	57129	57284	+	156	NA	hypothetical protein	High
Ec_00057	60.2974973407913	187.661686741481	150.96784316395	185.38828680045	0.396539165588814	-1.33446472905835	0.017537032155668	BL21_AI	57333	57707	+	375	NA	hypothetical protein	High
Ec_00059	56.3678527491372	71.6217018984645	86.6635150194891	72.1433374903231	0.657146073224721	-0.605714000301428	-0.0103970453336212	BL21_AI	57860	58171	+	312	NA	hypothetical protein	High
Ec_00060	97.128700613388	66.7616971997074	123.406165072855	61.6838245121489	0.728440696527807	-0.457116569828599	0.113245832578632	BL21_AI	58018	59181	-	1164	NA	hypothetical protein	High
Ec_00061	217.120617996676	33.6266991776834	250.361265611857	29.3128109821597	0.75783572192817	-0.400042949453532	0.19496846982396	BL21_AI	59235	59720	-	486	ssb_1	Single-stranded DNA-binding protein	High
Ec_00062	82.7972561791932	25.6232232514677	61.0137341258116	19.7363082507086	1.04897014780933	0.0689736214611674	0.368386796510595	BL21_AI	60368	62749	-	2382	NA	Alpha-xylosidase BoGH31A	High
Ec_00063	42.4521550658413	4.86706386104154	33.0978746877427	4.15782636880588	1.10948052978439	0.149884349977494	0.204476193623216	BL21_AI	62764	64065	-	1302	exuT_1	Hexuronate transporter	High
Ec_00064	48.0897407207525	14.6363509711817	33.1360498603929	27.9333845829993	2.71360708196162	1.44021184015879	-0.909568394818703	BL21_AI	64327	65397	+	1071	cytR_1	HTH-type transcriptional repressor CytR	High
